Year,Age_Group,Gender,Education_Level,Samples,Income
2013,25 to 34 years,Male,High School Graduate (includes equivalency),3866,37300
2013,35 to 44 years,Male,High School Graduate (includes equivalency),3944,49340
2013,35 to 44 years,Male,High School Graduate (includes equivalency),3833,46864
2013,45 to 54 years,Male,High School Graduate (includes equivalency),4537,50624
2013,45 to 54 years,Male,High School Graduate (includes equivalency),4365,49049
2013,55 to 64 years,Male,High School Graduate (includes equivalency),3073,47283
2013,55 to 64 years,Male,High School Graduate (includes equivalency),3245,52498
2013,65 years and over,Male,High School Graduate (includes equivalency),688,41175
2013,65 years and over,Male,High School Graduate (includes equivalency),725,47985
2013,18 to 24 years,Female,High School Graduate (includes equivalency),898,22762
2013,18 to 24 years,Female,High School Graduate (includes equivalency),901,23023
2013,25 to 34 years,Female,High School Graduate (includes equivalency),1682,28953
2013,25 to 34 years,Female,High School Graduate (includes equivalency),1680,35555
2013,35 to 44 years,Female,High School Graduate (includes equivalency),2301,32386
2013,35 to 44 years,Female,High School Graduate (includes equivalency),2111,32602
2013,45 to 54 years,Female,High School Graduate (includes equivalency),3103,33336
2013,45 to 54 years,Female,High School Graduate (includes equivalency),3126,37503
2013,55 to 64 years,Female,High School Graduate (includes equivalency),2172,36174
2013,55 to 64 years,Female,High School Graduate (includes equivalency),2513,37674
2013,65 years and over,Female,High School Graduate (includes equivalency),582,38432
2013,65 years and over,Female,High School Graduate (includes equivalency),561,34734
2013,18 to 24 years,Male,Associate Degree,271,29183
2013,18 to 24 years,Male,Associate Degree,281,33552
2013,25 to 34 years,Male,Associate Degree,1556,48040
2013,25 to 34 years,Male,Associate Degree,1436,50127
2013,35 to 44 years,Male,Associate Degree,1276,56877
2013,35 to 44 years,Male,Associate Degree,1486,59467
2013,45 to 54 years,Male,Associate Degree,1525,64175
2013,45 to 54 years,Male,Associate Degree,1540,64205
2013,55 to 64 years,Male,Associate Degree,970,59228
2013,55 to 64 years,Male,Associate Degree,956,63279
2013,65 years and over,Male,Associate Degree,228,53051
2013,65 years and over,Male,Associate Degree,186,48238
2013,18 to 24 years,Female,Associate Degree,363,25027
2013,18 to 24 years,Female,Associate Degree,361,26994
2013,25 to 34 years,Female,Associate Degree,1221,38128
2013,25 to 34 years,Female,Associate Degree,1257,35535
2013,35 to 44 years,Female,Associate Degree,1301,45221
2013,35 to 44 years,Female,Associate Degree,1353,41200
2013,45 to 54 years,Female,Associate Degree,1501,45638
2013,45 to 54 years,Female,Associate Degree,1442,47517
2013,55 to 64 years,Female,Associate Degree,1094,44303
2013,55 to 64 years,Female,Associate Degree,1018,48876
2013,65 years and over,Female,Associate Degree,257,66633
2013,65 years and over,Female,Associate Degree,183,44344
2013,18 to 24 years,Male,Bachelor's Degree,536,45702
2013,18 to 24 years,Male,Bachelor's Degree,546,42283
2013,25 to 34 years,Male,Bachelor's Degree,3692,72850
2013,25 to 34 years,Male,Bachelor's Degree,3622,62859
2013,35 to 44 years,Male,Bachelor's Degree,3497,90458
2013,35 to 44 years,Male,Bachelor's Degree,3354,86705
2013,45 to 54 years,Male,Bachelor's Degree,3238,96308
2013,45 to 54 years,Male,Bachelor's Degree,3498,95388
2013,55 to 64 years,Male,Bachelor's Degree,2484,82310
2013,55 to 64 years,Male,Bachelor's Degree,2192,88828
2013,65 years and over,Male,Bachelor's Degree,647,83617
2013,65 years and over,Male,Bachelor's Degree,712,82607
2013,18 to 24 years,Female,Bachelor's Degree,647,41842
2013,18 to 24 years,Female,Bachelor's Degree,660,35148
2013,25 to 34 years,Female,Bachelor's Degree,3355,48686
2013,25 to 34 years,Female,Bachelor's Degree,3358,49685
2013,35 to 44 years,Female,Bachelor's Degree,2753,60930
2013,35 to 44 years,Female,Bachelor's Degree,2691,61593
2013,45 to 54 years,Female,Bachelor's Degree,2704,69215
2013,45 to 54 years,Female,Bachelor's Degree,2840,63556
2013,55 to 64 years,Female,Bachelor's Degree,1977,66122
2013,55 to 64 years,Female,Bachelor's Degree,1852,62637
2013,65 years and over,Female,Bachelor's Degree,269,54733
2013,65 years and over,Female,Bachelor's Degree,383,58140
2013,18 to 24 years,Male,Master's Degree,NA,NA
2013,18 to 24 years,Male,Master's Degree,NA,NA
2013,25 to 34 years,Male,Master's Degree,888,68703
2013,25 to 34 years,Male,Master's Degree,998,82757
2013,35 to 44 years,Male,Master's Degree,1583,105127
2013,35 to 44 years,Male,Master's Degree,1412,109079
2013,45 to 54 years,Male,Master's Degree,1515,114208
2013,45 to 54 years,Male,Master's Degree,1417,122942
2013,55 to 64 years,Male,Master's Degree,1072,129153
2013,55 to 64 years,Male,Master's Degree,1033,122087
2013,65 years and over,Male,Master's Degree,246,158512
2013,65 years and over,Male,Master's Degree,287,88339
2013,18 to 24 years,Female,Master's Degree,NA,NA
2013,18 to 24 years,Female,Master's Degree,NA,NA
2013,25 to 34 years,Female,Master's Degree,1178,56868
2013,25 to 34 years,Female,Master's Degree,1252,55898
2013,35 to 44 years,Female,Master's Degree,1421,70598
2013,35 to 44 years,Female,Master's Degree,1412,72301
2013,45 to 54 years,Female,Master's Degree,1227,72280
2013,45 to 54 years,Female,Master's Degree,1193,75580
2013,55 to 64 years,Female,Master's Degree,964,84808
2013,55 to 64 years,Female,Master's Degree,935,76281
2013,65 years and over,Female,Master's Degree,299,75448
2013,65 years and over,Female,Master's Degree,171,90195
2013,18 to 24 years,Male,Professional Degree,NA,NA
2013,18 to 24 years,Male,Professional Degree,NA,NA
2013,25 to 34 years,Male,Professional Degree,209,65169
2013,25 to 34 years,Male,Professional Degree,188,100682
2013,35 to 44 years,Male,Professional Degree,355,165257
2013,35 to 44 years,Male,Professional Degree,301,190020
2013,45 to 54 years,Male,Professional Degree,229,151824
2013,45 to 54 years,Male,Professional Degree,295,204997
2013,55 to 64 years,Male,Professional Degree,318,188414
2013,55 to 64 years,Male,Professional Degree,320,217189
2013,65 years and over,Male,Professional Degree,212,156128
2013,65 years and over,Male,Professional Degree,145,206599
2013,18 to 24 years,Female,Professional Degree,NA,NA
2013,18 to 24 years,Female,Professional Degree,NA,NA
2013,25 to 34 years,Female,Professional Degree,162,95785
2013,25 to 34 years,Female,Professional Degree,201,85309
2013,35 to 44 years,Female,Professional Degree,208,80454
2013,35 to 44 years,Female,Professional Degree,209,127400
2013,45 to 54 years,Female,Professional Degree,187,96641
2013,45 to 54 years,Female,Professional Degree,187,124387
2013,55 to 64 years,Female,Professional Degree,188,157129
2013,55 to 64 years,Female,Professional Degree,165,141997
2013,65 years and over,Female,Professional Degree,NA,NA
2013,65 years and over,Female,Professional Degree,NA,NA
2013,18 to 24 years,Male,Doctorate Degree,NA,NA
2013,18 to 24 years,Male,Doctorate Degree,NA,NA
2013,25 to 34 years,Male,Doctorate Degree,300,102141
2013,25 to 34 years,Male,Doctorate Degree,174,85260
2013,35 to 44 years,Male,Doctorate Degree,224,127338
2013,35 to 44 years,Male,Doctorate Degree,352,164059
2013,45 to 54 years,Male,Doctorate Degree,486,193036
2013,45 to 54 years,Male,Doctorate Degree,369,156475
2013,55 to 64 years,Male,Doctorate Degree,447,147029
2013,55 to 64 years,Male,Doctorate Degree,365,147517
2013,65 years and over,Male,Doctorate Degree,237,101445
2013,65 years and over,Male,Doctorate Degree,215,139328
2013,18 to 24 years,Female,Doctorate Degree,NA,NA
2013,18 to 24 years,Female,Doctorate Degree,NA,NA
2013,25 to 34 years,Female,Doctorate Degree,84,79647
2013,25 to 34 years,Female,Doctorate Degree,149,81198
2013,35 to 44 years,Female,Doctorate Degree,236,83774
2013,35 to 44 years,Female,Doctorate Degree,210,95000
2013,45 to 54 years,Female,Doctorate Degree,169,120001
2013,45 to 54 years,Female,Doctorate Degree,184,90354
2013,55 to 64 years,Female,Doctorate Degree,151,103919
2013,55 to 64 years,Female,Doctorate Degree,144,103601
2013,65 years and over,Female,Doctorate Degree,NA,NA
2013,65 years and over,Female,Doctorate Degree,NA,NA
2013,18 to 24 years,Male,9th to 12th Grade (no diploma),218,19587
2013,18 to 24 years,Male,9th to 12th Grade (no diploma),259,24249
2013,25 to 34 years,Male,9th to 12th Grade (no diploma),781,27786
2013,25 to 34 years,Male,9th to 12th Grade (no diploma),805,32303
2013,35 to 44 years,Male,9th to 12th Grade (no diploma),739,35575
2013,35 to 44 years,Male,9th to 12th Grade (no diploma),744,35404
2013,45 to 54 years,Male,9th to 12th Grade (no diploma),587,37924
2013,45 to 54 years,Male,9th to 12th Grade (no diploma),806,40969
2013,55 to 64 years,Male,9th to 12th Grade (no diploma),295,41598
2013,55 to 64 years,Male,9th to 12th Grade (no diploma),401,54743
2013,65 years and over,Male,9th to 12th Grade (no diploma),141,32853
2013,65 years and over,Male,9th to 12th Grade (no diploma),154,41011
2013,18 to 24 years,Female,9th to 12th Grade (no diploma),161,15867
2013,18 to 24 years,Female,9th to 12th Grade (no diploma),107,22138
2013,25 to 34 years,Female,9th to 12th Grade (no diploma),198,22460
2013,25 to 34 years,Female,9th to 12th Grade (no diploma),295,23663
2013,35 to 44 years,Female,9th to 12th Grade (no diploma),342,21882
2013,35 to 44 years,Female,9th to 12th Grade (no diploma),339,27340
2013,45 to 54 years,Female,9th to 12th Grade (no diploma),349,22977
2013,45 to 54 years,Female,9th to 12th Grade (no diploma),381,24949
2013,55 to 64 years,Female,9th to 12th Grade (no diploma),272,82625
2013,55 to 64 years,Female,9th to 12th Grade (no diploma),208,37170
2013,65 years and over,Female,9th to 12th Grade (no diploma),NA,NA
2013,65 years and over,Female,9th to 12th Grade (no diploma),85,27373
2013,18 to 24 years,Male,"Some College, No Degree",1193,40078
2013,18 to 24 years,Male,"Some College, No Degree",1138,28530
2013,25 to 34 years,Male,"Some College, No Degree",2363,42814
2013,25 to 34 years,Male,"Some College, No Degree",2307,49323
2013,35 to 44 years,Male,"Some College, No Degree",2367,54489
2013,35 to 44 years,Male,"Some College, No Degree",2239,55202
2013,45 to 54 years,Male,"Some College, No Degree",2294,65201
2013,45 to 54 years,Male,"Some College, No Degree",2225,61707
2013,55 to 64 years,Male,"Some College, No Degree",1840,65286
2013,55 to 64 years,Male,"Some College, No Degree",1737,63574
2013,65 years and over,Male,"Some College, No Degree",374,79240
2013,65 years and over,Male,"Some College, No Degree",451,59478
2013,18 to 24 years,Female,"Some College, No Degree",969,23247
2013,18 to 24 years,Female,"Some College, No Degree",855,23585
2013,25 to 34 years,Female,"Some College, No Degree",1646,35343
2013,25 to 34 years,Female,"Some College, No Degree",1636,33400
2013,35 to 44 years,Female,"Some College, No Degree",1504,39792
2013,35 to 44 years,Female,"Some College, No Degree",1601,38760
2013,45 to 54 years,Female,"Some College, No Degree",1925,45696
2013,45 to 54 years,Female,"Some College, No Degree",2047,43336
2013,55 to 64 years,Female,"Some College, No Degree",1504,42350
2013,55 to 64 years,Female,"Some College, No Degree",1408,45128
2013,65 years and over,Female,"Some College, No Degree",213,83252
2013,65 years and over,Female,"Some College, No Degree",379,43757
2014,18 to 24 years,Male,Less than 9th Grade,86,24260
2014,25 to 34 years,Male,Less than 9th Grade,417,30120
2014,35 to 44 years,Male,Less than 9th Grade,652,30605
2014,45 to 54 years,Male,Less than 9th Grade,492,33190
2014,55 to 64 years,Male,Less than 9th Grade,326,35566
2014,65 years and over,Male,Less than 9th Grade,107,40118
2014,18 to 24 years,Female,Less than 9th Grade,NA,NA
2014,25 to 34 years,Female,Less than 9th Grade,90,22548
2014,35 to 44 years,Female,Less than 9th Grade,260,22870
2014,45 to 54 years,Female,Less than 9th Grade,215,23166
2014,55 to 64 years,Female,Less than 9th Grade,172,43604
2014,65 years and over,Female,Less than 9th Grade,NA,NA
2014,18 to 24 years,Male,High School Graduate (includes equivalency),1717,30283
2014,25 to 34 years,Male,High School Graduate (includes equivalency),4073,39492
2014,35 to 44 years,Male,High School Graduate (includes equivalency),3921,48285
2014,45 to 54 years,Male,High School Graduate (includes equivalency),4460,52586
2014,55 to 64 years,Male,High School Graduate (includes equivalency),3181,52708
2014,65 years and over,Male,High School Graduate (includes equivalency),794,53940
2014,18 to 24 years,Female,High School Graduate (includes equivalency),1025,21779
2014,25 to 34 years,Female,High School Graduate (includes equivalency),1798,30701
2014,35 to 44 years,Female,High School Graduate (includes equivalency),2147,35521
2014,45 to 54 years,Female,High School Graduate (includes equivalency),2919,36686
2014,55 to 64 years,Female,High School Graduate (includes equivalency),2350,38509
2014,65 years and over,Female,High School Graduate (includes equivalency),589,35738
2014,18 to 24 years,Male,Associate Degree,285,32668
2014,25 to 34 years,Male,Associate Degree,1413,48585
2014,35 to 44 years,Male,Associate Degree,1445,59573
2014,45 to 54 years,Male,Associate Degree,1456,67648
2014,55 to 64 years,Male,Associate Degree,1100,71470
2014,65 years and over,Male,Associate Degree,207,63273
2014,18 to 24 years,Female,Associate Degree,341,26463
2014,25 to 34 years,Female,Associate Degree,1297,37561
2014,35 to 44 years,Female,Associate Degree,1354,43736
2014,45 to 54 years,Female,Associate Degree,1500,45061
2014,55 to 64 years,Female,Associate Degree,1044,50648
2014,65 years and over,Female,Associate Degree,230,48446
2014,18 to 24 years,Male,Bachelor's Degree,520,44933
2014,25 to 34 years,Male,Bachelor's Degree,3902,65911
2014,35 to 44 years,Male,Bachelor's Degree,3500,93003
2014,45 to 54 years,Male,Bachelor's Degree,3472,98526
2014,55 to 64 years,Male,Bachelor's Degree,2348,86381
2014,65 years and over,Male,Bachelor's Degree,746,99681
2014,18 to 24 years,Female,Bachelor's Degree,667,38995
2014,25 to 34 years,Female,Bachelor's Degree,3389,51144
2014,35 to 44 years,Female,Bachelor's Degree,2844,64345
2014,45 to 54 years,Female,Bachelor's Degree,2921,65126
2014,55 to 64 years,Female,Bachelor's Degree,1870,62158
2014,65 years and over,Female,Bachelor's Degree,394,58204
2014,18 to 24 years,Male,Master's Degree,NA,NA
2014,25 to 34 years,Male,Master's Degree,1126,82203
2014,35 to 44 years,Male,Master's Degree,1407,106310
2014,45 to 54 years,Male,Master's Degree,1543,123040
2014,55 to 64 years,Male,Master's Degree,1031,118053
2014,65 years and over,Male,Master's Degree,293,97807
2014,18 to 24 years,Female,Master's Degree,NA,NA
2014,25 to 34 years,Female,Master's Degree,1285,58041
2014,35 to 44 years,Female,Master's Degree,1473,71967
2014,45 to 54 years,Female,Master's Degree,1245,75157
2014,55 to 64 years,Female,Master's Degree,1075,74120
2014,65 years and over,Female,Master's Degree,233,63813
2014,18 to 24 years,Male,Professional Degree,NA,NA
2014,25 to 34 years,Male,Professional Degree,244,101324
2014,35 to 44 years,Male,Professional Degree,310,182016
2014,45 to 54 years,Male,Professional Degree,316,225328
2014,55 to 64 years,Male,Professional Degree,317,168322
2014,65 years and over,Male,Professional Degree,171,168878
2014,18 to 24 years,Female,Professional Degree,NA,NA
2014,25 to 34 years,Female,Professional Degree,179,90741
2014,35 to 44 years,Female,Professional Degree,205,139627
2014,45 to 54 years,Female,Professional Degree,196,121861
2014,55 to 64 years,Female,Professional Degree,143,122200
2014,65 years and over,Female,Professional Degree,NA,NA
2014,18 to 24 years,Male,Doctorate Degree,NA,NA
2014,25 to 34 years,Male,Doctorate Degree,185,77096
2014,35 to 44 years,Male,Doctorate Degree,330,121834
2014,45 to 54 years,Male,Doctorate Degree,333,154792
2014,55 to 64 years,Male,Doctorate Degree,336,135431
2014,65 years and over,Male,Doctorate Degree,184,129989
2014,18 to 24 years,Female,Doctorate Degree,NA,NA
2014,25 to 34 years,Female,Doctorate Degree,158,81386
2014,35 to 44 years,Female,Doctorate Degree,291,91643
2014,45 to 54 years,Female,Doctorate Degree,192,115334
2014,55 to 64 years,Female,Doctorate Degree,138,111110
2014,65 years and over,Female,Doctorate Degree,NA,NA
2014,18 to 24 years,Male,9th to 12th Grade (no diploma),260,37747
2014,25 to 34 years,Male,9th to 12th Grade (no diploma),823,32886
2014,35 to 44 years,Male,9th to 12th Grade (no diploma),826,43308
2014,45 to 54 years,Male,9th to 12th Grade (no diploma),735,43575
2014,55 to 64 years,Male,9th to 12th Grade (no diploma),520,41794
2014,65 years and over,Male,9th to 12th Grade (no diploma),108,40775
2014,18 to 24 years,Female,9th to 12th Grade (no diploma),139,19006
2014,25 to 34 years,Female,9th to 12th Grade (no diploma),259,24190
2014,35 to 44 years,Female,9th to 12th Grade (no diploma),352,25070
2014,45 to 54 years,Female,9th to 12th Grade (no diploma),383,28171
2014,55 to 64 years,Female,9th to 12th Grade (no diploma),269,26216
2014,65 years and over,Female,9th to 12th Grade (no diploma),93,27821
2014,18 to 24 years,Male,"Some College, No Degree",1054,29985
2014,25 to 34 years,Male,"Some College, No Degree",2449,45037
2014,35 to 44 years,Male,"Some College, No Degree",2260,57195
2014,45 to 54 years,Male,"Some College, No Degree",2206,63989
2014,55 to 64 years,Male,"Some College, No Degree",1880,64356
2014,65 years and over,Male,"Some College, No Degree",485,58416
2014,18 to 24 years,Female,"Some College, No Degree",987,23058
2014,25 to 34 years,Female,"Some College, No Degree",1725,33154
2014,35 to 44 years,Female,"Some College, No Degree",1700,39746
2014,45 to 54 years,Female,"Some College, No Degree",1868,44888
2014,55 to 64 years,Female,"Some College, No Degree",1533,45271
2014,65 years and over,Female,"Some College, No Degree",414,41460
